title,id,genre,release_date,budget,revenue,vote_average
Herbie Fully Loaded,11451,Comedy,2005.0,50000000,66002004,5.1
The Rocket: The Legend of Rocket Richard,49081,Drama,2005.0,8000000,2019009,6.1
Syriana,231,Drama,2005.0,50000000,94000000,6.3
The Adventures of Sharkboy and Lavagirl,14199,Adventure,2005.0,50000000,69425966,4.4
War of the Worlds,74,Adventure,2005.0,132000000,591739379,6.2
Into the Blue,11968,Action,2005.0,50000000,44434439,5.8
The Work and the Glory II: American Zion,14631,Drama,2005.0,6500000,2025032,8.0
Domino,9923,Action,2005.0,50000000,22944502,6.0
Capote,398,Crime,2005.0,7000000,49084830,6.8
"Good Night, and Good Luck.",3291,Drama,2005.0,7000000,54600000,6.8
Monster-in-Law,4379,Romance,2005.0,43000000,154749918,5.6
Coach Carter,7214,Drama,2005.0,30000000,76669806,7.3
Kicking & Screaming,9981,Romance,2005.0,45000000,56070433,5.6
The Hitchhiker's Guide to the Galaxy,7453,Adventure,2005.0,50000000,104478416,6.6
Shopgirl,2610,Comedy,2005.0,10284523,11588205,5.7
Thank You for Smoking,9388,Comedy,2005.0,6500000,24793509,7.1
The Pacifier,10022,Action,2005.0,56000000,113006880,5.8
Zathura: A Space Adventure,6795,Family,2005.0,65000000,64321501,6.1
Serenity,16320,Science Fiction,2005.0,39000000,38869464,7.4
The Longest Yard,9291,Comedy,2005.0,82000000,190320568,6.2
Transamerica,546,Drama,2005.0,1000000,13350369,6.9
Match Point,116,Drama,2005.0,15000000,85306374,7.3
Harsh Times,7873,Crime,2005.0,2000000,5967038,6.3
The Wedding Date,6961,Comedy,2005.0,15000000,47175038,6.2
Four Brothers,8292,Action,2005.0,45000000,92374674,6.7
Hard Candy,2652,Drama,2005.0,950000,7022209,6.8
The Curse of the Were-Rabbit,533,Adventure,2005.0,30000000,192452832,6.8
The Quiet,9813,Drama,2005.0,900000,381420,6.1
Racing Stripes,6439,Comedy,2005.0,30000000,93772522,5.1
Jarhead,25,Drama,2005.0,72000000,96889998,6.6
Corpse Bride,3933,Romance,2005.0,40000000,117195061,7.2
Slow Burn,18777,Mystery,2005.0,15500000,1237615,5.5
Memoirs of a Geisha,1904,Drama,2005.0,85000000,162242962,7.3
Transporter 2,9335,Action,2005.0,32000000,85167639,6.2
King Kong,254,Adventure,2005.0,207000000,550000000,6.6
Hostage,2026,Mystery,2005.0,52000000,77944725,6.2
North Country,9701,Drama,2005.0,35000000,25224242,6.8
The Cave,9042,Action,2005.0,30000000,15007991,5.1
Munich,612,Drama,2005.0,70000000,130358911,6.9
The New World,11400,Drama,2005.0,30000000,30536013,6.4
Be Cool,4551,Comedy,2005.0,53000000,95226116,5.4
An Unfinished Life,1947,Drama,2005.0,30000000,18618284,6.7
Murderball,14278,Documentary,2005.0,300000,1750211,6.9
Madagascar,953,Family,2005.0,75000000,532680671,6.6
Walk the Line,69,Drama,2005.0,28000000,186438883,7.3
The Jacket,9667,Drama,2005.0,29000000,21126225,6.8
Hoodwinked!,10982,Animation,2005.0,15000000,51053787,5.9
A Sound of Thunder,10077,Thriller,2005.0,80000000,5989640,4.8
Assault on Precinct 13,8978,Thriller,2005.0,30000000,35294470,6.0
A History of Violence,59,Drama,2005.0,32000000,60740827,6.9
Because of Winn-Dixie,17880,Comedy,2005.0,14000000,32645546,6.1
The Three Burials of Melquiades Estrada,8053,Adventure,2005.0,15000000,12036149,7.0
Kingdom of Heaven,1495,Drama,2005.0,130000000,211643158,6.6
Inside Deep Throat,12228,History,2005.0,2000000,653621,6.8
Guess Who,11638,Comedy,2005.0,35000000,68915888,5.5
Sky High,11459,Adventure,2005.0,35000000,86369815,5.8
The Island,1635,Action,2005.0,126000000,162949164,6.5
Must Love Dogs,11648,Comedy,2005.0,30000000,58405313,5.8
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",411,Adventure,2005.0,180000000,748806957,6.7
The Squid and the Whale,10707,Comedy,2005.0,1500000,11098131,6.9
House of Wax,10066,Horror,2005.0,40000000,68766121,5.5
Doom,8814,Adventure,2005.0,60000000,55987321,5.0
The Ballad of Jack and Rose,17113,Drama,2005.0,1500000,712294,6.5
Valiant,14175,Animation,2005.0,35000000,19478106,5.2
Cursed,10012,Horror,2005.0,35000000,19294901,5.1
Waiting...,7553,Comedy,2005.0,3000000,18637690,6.2
The Brothers Grimm,4442,Adventure,2005.0,88000000,105316267,5.6
Goal!: The Dream Begins,9763,Drama,2005.0,30000000,27610873,6.6
Kiss Kiss Bang Bang,5236,Action,2005.0,15000000,15785148,7.2
Brokeback Mountain,142,Drama,2005.0,14000000,178043761,7.5
Cry_Wolf,10092,Horror,2005.0,1000000,10047674,5.6
Manderlay,1951,Drama,2005.0,14200000,674918,6.9
The Lives of Others,582,Drama,2006.0,2000000,70000000,7.9
Shortbus,1378,Romance,2006.0,2000000,5179037,6.3
Facing the Giants,18925,Drama,2006.0,100000,10178331,6.6
This Is England,11798,Drama,2006.0,2380000,8176544,7.4
The History Boys,8618,Comedy,2006.0,4000000,13401952,6.6
Superman Returns,1452,Adventure,2006.0,270000000,391081192,5.4
An Inconvenient Truth,1781,Documentary,2006.0,1000000,46243000,6.7
Pirates of the Caribbean: Dead Man's Chest,58,Adventure,2006.0,200000000,1065659812,7.0
Conversations with Other Women,15624,Drama,2006.0,450000,973525,6.2
Idiocracy,7512,Adventure,2006.0,30000000,495303,6.3
X-Men: The Last Stand,36668,Adventure,2006.0,210000000,459359555,6.3
Poseidon,503,Adventure,2006.0,160000000,181674817,5.5
Sherrybaby,13075,Drama,2006.0,2000000,622806,6.3
Let's Go to Prison,9809,Comedy,2006.0,4000000,4630045,5.5
Who Killed the Electric Car?,13508,Documentary,2006.0,1000000,1678874,7.2
Half Nelson,7859,Drama,2006.0,700000,4911725,6.5
Pulse,9682,Horror,2006.0,38000000,29907685,5.0
Black Book,9075,Drama,2006.0,21000000,26193068,7.2
Journey from the Fall,25784,Drama,2006.0,1300000,639000,5.0
Scoop,512,Comedy,2006.0,4000000,31584901,6.4
Mission: Impossible III,956,Adventure,2006.0,150000000,397850012,6.5
Winter Passing,14256,Comedy,2006.0,3500000,113783,6.7
Flushed Away,11619,Adventure,2006.0,149000000,64459316,6.0
Fido,10288,Romance,2006.0,8000000,426224,6.6
Rang De Basanti,7913,Drama,2006.0,2200000,11502151,7.2
Step Up,9762,Music,2006.0,12000000,114194847,6.7
One Night with the King,15005,Drama,2006.0,20000000,13391174,6.1
Infamous,9672,Drama,2006.0,13000000,1151330,6.4
Find Me Guilty,9950,Drama,2006.0,13000000,2636637,6.5
"Paris, je t'aime",2266,Drama,2006.0,13000000,4857367,6.8
The Astronaut Farmer,5172,Adventure,2006.0,13000000,11130889,6.2
Letters from Iwo Jima,1251,Action,2006.0,19000000,68673228,7.2
Casino Royale,36557,Adventure,2006.0,150000000,599045960,7.3
A Scanner Darkly,3509,Animation,2006.0,8700000,7659918,6.8
Little Children,1440,Romance,2006.0,26000000,14821658,6.9
Black Snake Moan,7874,Drama,2006.0,15000000,10903846,6.6
The Marine,8975,Action,2006.0,20000000,22165608,5.0
Flicka,14012,Drama,2006.0,15000000,21000000,6.1
Eragon,2486,Fantasy,2006.0,100000000,249288105,4.9
When a Stranger Calls,10053,Horror,2006.0,15000000,66966987,5.4
The Queen,1165,Drama,2006.0,15000000,123384128,6.8
Blood Diamond,1372,Drama,2006.0,100000000,170877916,7.3
Pan's Labyrinth,1417,Fantasy,2006.0,19000000,83258226,7.6
Fur: An Imaginary Portrait of Diane Arbus,18615,Drama,2006.0,16800000,2281089,5.8
Southland Tales,4723,Action,2006.0,17000000,374743,5.2
The Illusionist,1491,Fantasy,2006.0,40000000,86915017,7.1
Running Scared,7304,Action,2006.0,17000000,9500000,7.0
American Dreamz,9310,Comedy,2006.0,17000000,7314027,4.9
ATL,13960,Drama,2006.0,20000000,21170563,6.0
The Hills Have Eyes,9792,Horror,2006.0,15000000,69623713,6.1
Smokin' Aces,7516,Action,2006.0,17000000,57103895,6.4
Beerfest,9988,Comedy,2006.0,17500000,19179969,5.8
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,496,Comedy,2006.0,18000000,261572744,6.5
Renaissance,9389,Action,2006.0,18000000,1831348,6.7
Aquamarine,14191,Fantasy,2006.0,12000000,23006849,5.8
Clerks II,2295,Comedy,2006.0,5000000,26888376,6.9
Crank,1948,Action,2006.0,12000000,42931041,6.6
Running with Scissors,7510,Drama,2006.0,12000000,6754898,5.8
Crossover,14351,Action,2006.0,5800000,7000000,4.2
Date Movie,10073,Comedy,2006.0,20000000,48548426,3.6
The Last King of Scotland,1523,Drama,2006.0,6000000,48027970,7.4
Friends with Money,8998,Comedy,2006.0,6500000,13368437,5.1
The Grudge 2,1975,Horror,2006.0,20000000,39143839,5.2
The Da Vinci Code,591,Thriller,2006.0,125000000,767820459,6.5
Man of the Year,9895,Comedy,2006.0,20000000,41237648,5.8
Babel,1164,Drama,2006.0,25000000,135330182,6.9
10th & Wolf,13197,Action,2006.0,8000000,143451,6.3
United 93,9829,Drama,2006.0,15000000,76286096,6.9
Bon Cop Bad Cop,15049,Action,2006.0,8000000,12671300,6.5
Akeelah and the Bee,13751,Drama,2006.0,8000000,18948425,6.7
Little Miss Sunshine,773,Comedy,2006.0,8000000,100523181,7.5
The Wind That Shakes the Barley,1116,Drama,2006.0,6500000,22889018,7.1
The Namesake,16727,Drama,2006.0,12000000,20138836,6.8
Stay Alive,10069,Horror,2006.0,9000000,27105095,5.3
Opal Dream,15699,Drama,2006.0,5000000,140666,6.1
Black Christmas,9656,Horror,2006.0,9000000,21510851,4.8
Volver,219,Comedy,2006.0,12899867,85582407,7.3
The Covenant,9954,Action,2006.0,20000000,37597471,5.2
Rescue Dawn,9952,Adventure,2006.0,10000000,7177143,6.9
Employee of the Month,9794,Comedy,2006.0,12000000,38368909,5.3
Night at the Museum,1593,Action,2006.0,110000000,574480841,6.3
School for Scoundrels,9842,Comedy,2006.0,20000000,17807569,5.6
Madea's Family Reunion,16781,Drama,2006.0,6000000,57231524,6.0
Saw III,214,Horror,2006.0,10000000,163876815,6.1
Kabhi Alvida Naa Kehna,14395,Drama,2006.0,7400000,17000000,6.1
Jackass Number Two,12094,Action,2006.0,11000000,72778712,6.4
The Host,1255,Horror,2006.0,11000000,88489643,6.7
For Your Consideration,14799,Comedy,2006.0,12000000,5542025,5.9
Arthur and the Invisibles,9992,Adventure,2006.0,86000000,107944236,6.0
The Departed,1422,Drama,2006.0,90000000,289847354,7.9
The Fast and the Furious: Tokyo Drift,9615,Action,2006.0,85000000,158468292,6.1
The Hoax,9903,Comedy,2006.0,25000000,11772461,6.4
Stormbreaker,9978,Adventure,2006.0,40000000,23937870,5.1
Gridiron Gang,9766,Action,2006.0,30000000,41480851,6.5
Take the Lead,12763,Music,2006.0,30000000,34742066,6.6
She's the Man,9655,Comedy,2006.0,20000000,33889159,6.4
The Sentinel,5820,Action,2006.0,60000000,77920346,5.8
Lucky Number Slevin,186,Drama,2006.0,27000000,56308881,7.4
16 Blocks,2207,Action,2006.0,55000000,65664721,6.2
Silent Hill,588,Horror,2006.0,50000000,97607453,6.3
Firewall,9754,Thriller,2006.0,45000000,82800000,5.6
Basic Instinct 2,3093,Crime,2006.0,70000000,38629478,4.6
Curious George,9975,Adventure,2006.0,50000000,69834815,6.2
The Devil Wears Prada,350,Comedy,2006.0,35000000,326551094,7.0
V for Vendetta,752,Action,2006.0,54000000,132511035,7.7
Stranger Than Fiction,1262,Comedy,2006.0,30000000,53653224,7.1
Little Man,9072,Comedy,2006.0,64000000,101595121,5.3
Notes on a Scandal,1259,Drama,2006.0,15000000,49469904,6.9
Marie Antoinette,1887,Drama,2006.0,40000000,60474340,6.5
Happy Feet,9836,Animation,2006.0,100000000,384335608,5.9
Big Momma's House 2,11565,Comedy,2006.0,40000000,138259062,5.4
We Are Marshall,11170,Drama,2006.0,65000000,43545364,6.7
Eight Below,9036,Adventure,2006.0,40000000,120455994,6.7
The Prestige,1124,Drama,2006.0,40000000,109676311,8.0
Just My Luck,10025,Comedy,2006.0,28000000,38159905,5.8
Apocalypto,1579,Action,2006.0,40000000,120175290,7.3
Happily N'Ever After,5393,Animation,2006.0,47000000,38085778,4.6
The Lake House,2044,Romance,2006.0,40000000,114830111,6.5
World Trade Center,1852,Drama,2006.0,63000000,162945894,5.9
Ultraviolet,9920,Science Fiction,2006.0,30000000,31070211,4.8
Perfume: The Story of a Murderer,1427,Crime,2006.0,50000000,132180323,7.1
Alatriste,13495,Action,2006.0,24000000,23321954,5.6
Scary Movie 4,4257,Comedy,2006.0,45000000,178262620,5.3
The Holiday,1581,Comedy,2006.0,85000000,194168700,6.7
Miss Potter,13967,Drama,2006.0,30000000,35078241,6.3
Failure to Launch,6877,Comedy,2006.0,50000000,88715192,5.5
Charlotte's Web,9986,Comedy,2006.0,85000000,144000000,5.8
Inside Man,388,Crime,2006.0,45000000,184376254,7.3
Click,9339,Comedy,2006.0,82500000,237681299,6.0
"You, Me and Dupree",1819,Comedy,2006.0,54000000,130431368,5.4
Bandidas,1969,Action,2006.0,35000000,10496317,5.8
The Fountain,1381,Drama,2006.0,35000000,15304890,6.8
The Good German,182,War,2006.0,32000000,5914908,5.9
Open Season,7484,Adventure,2006.0,85000000,197309027,6.1
Lady in the Water,9697,Drama,2006.0,75000000,42285169,5.3
Ice Age: The Meltdown,950,Animation,2006.0,80000000,660940780,6.5
Children of Men,9693,Drama,2006.0,76000000,69959751,7.4
Snakes on a Plane,326,Action,2006.0,33000000,62022014,5.1
The Shaggy Dog,10067,Comedy,2006.0,50000000,61112916,4.5
The Pursuit of Happyness,1402,Drama,2006.0,55000000,307077295,7.7
Underworld: Evolution,834,Fantasy,2006.0,50000000,111340801,6.4
Nacho Libre,9353,Comedy,2006.0,32000000,80197993,5.6
The Ant Bully,9906,Fantasy,2006.0,50000000,55181129,5.5
All the King's Men,1717,Drama,2006.0,55000000,9450897,5.7
A Good Year,9726,Comedy,2006.0,35000000,42064105,6.5
Dreamgirls,1125,Drama,2006.0,70000000,154937680,6.6
Over the Hedge,7518,Comedy,2006.0,80000000,343397247,6.3
Barnyard,9907,Animation,2006.0,51000000,72779000,5.3
Cars,920,Animation,2006.0,120000000,461983149,6.6
The Break-Up,9767,Romance,2006.0,52000000,204999686,5.6
Talladega Nights: The Ballad of Ricky Bobby,9718,Comedy,2006.0,72500000,162966177,6.2
Last Holiday,17379,Adventure,2006.0,45000000,38399961,6.4
Zoom,14113,Family,2006.0,35000000,12506188,4.9
300,1271,Action,2006.0,65000000,422610419,7.0
The Black Dahlia,9676,Drama,2006.0,50000000,49111202,5.7
Flyboys,9664,Action,2006.0,60000000,17800000,6.3
Rocky Balboa,1246,Drama,2006.0,24000000,155721132,6.5
Flags of Our Fathers,3683,War,2006.0,90000000,65900249,6.7
Final Destination 3,9286,Horror,2006.0,25000000,117719158,5.8
Monster House,9297,Animation,2006.0,75000000,140175006,6.3
DOA: Dead or Alive,9053,Adventure,2006.0,21000000,480314,5.0
Hostel: Part II,1691,Horror,2007.0,10200000,35619521,5.6
No Reservations,3638,Comedy,2007.0,28000000,92601050,6.1
The Death and Life of Bobby Z,10425,Drama,2007.0,22000000,413454,5.8
Juno,7326,Comedy,2007.0,7500000,231411584,7.0
Resident Evil: Extinction,7737,Horror,2007.0,45000000,148412065,6.1
In the Valley of Elah,6973,History,2007.0,23000000,29541790,6.6
We Own the Night,2001,Drama,2007.0,21000000,54926886,6.5
Alvin and the Chipmunks,6477,Comedy,2007.0,60000000,361366633,5.5
Beowulf,2310,Adventure,2007.0,70000000,195735876,5.5
Redacted,11600,Drama,2007.0,5000000,782102,6.2
Death Sentence,11835,Action,2007.0,20000000,16974459,6.5
Code Name: The Cleaner,14396,Action,2007.0,20000000,10337477,4.7
Elizabeth: The Golden Age,4517,Drama,2007.0,55000000,74237563,6.6
Grindhouse,285923,Thriller,2007.0,67000000,25037897,6.8
I'm Not There.,3902,Drama,2007.0,20000000,4001121,6.6
Daddy Day Camp,14144,Comedy,2007.0,6000000,18197398,4.4
The Bourne Ultimatum,2503,Action,2007.0,70000000,442824138,7.3
Enchanted,4523,Comedy,2007.0,85000000,340487652,6.6
Rendition,5125,Drama,2007.0,27500000,24748670,6.2
Knocked Up,4964,Comedy,2007.0,30000000,219076518,6.2
Eastern Promises,2252,Thriller,2007.0,51500000,55112356,7.2
3:10 to Yuma,5176,Western,2007.0,55000000,70016220,6.9
The Bucket List,7350,Drama,2007.0,45000000,175372502,7.0
Brooklyn Rules,13072,Drama,2007.0,8000000,458232,5.8
My Blueberry Nights,1989,Drama,2007.0,10000000,21786738,6.0
Love in the Time of Cholera,6639,Drama,2007.0,45000000,4607608,6.4
Live Free or Die Hard,1571,Action,2007.0,110000000,383531464,6.4
Atonement,4347,Drama,2007.0,30000000,129266061,7.4
P.S. I Love You,6023,Drama,2007.0,30000000,156835339,6.9
Why Did I Get Married?,17202,Comedy,2007.0,15000000,55184721,6.1
TMNT,1273,Adventure,2007.0,34000000,95608995,6.0
Lars and the Real Girl,6615,Comedy,2007.0,12000000,11293663,7.1
License to Wed,2959,Comedy,2007.0,35000000,69307224,5.2
The Mist,5876,Science Fiction,2007.0,18000000,57096190,6.7
The Great Debaters,14047,Drama,2007.0,15000000,30226144,6.9
American Gangster,4982,Drama,2007.0,100000000,266465037,7.4
Virgin Territory,14324,Adventure,2007.0,38000000,5410749,4.3
Lions for Lambs,4515,Action,2007.0,35000000,63215872,6.0
Walk Hard: The Dewey Cox Story,6575,Comedy,2007.0,35000000,18317151,6.6
The Diving Bell and the Butterfly,2013,Drama,2007.0,14000000,19777647,7.4
I Think I Love My Wife,14434,Comedy,2007.0,11000000,13196245,5.0
Stomp the Yard,1931,Drama,2007.0,13000000,75511123,6.1
Zodiac,1949,Crime,2007.0,65000000,84785914,7.3
U2 3D,37003,Music,2007.0,15000000,22730842,6.7
Dragon Wars: D-War,10253,Fantasy,2007.0,70000000,53587404,4.0
The Number 23,3594,Thriller,2007.0,30000000,77566815,6.3
Funny Games,8461,Horror,2007.0,15000000,7938872,6.3
A Mighty Heart,1988,Drama,2007.0,16000000,18928871,6.7
28 Weeks Later,1562,Horror,2007.0,15000000,64238440,6.5
Mongol: The Rise of Genghis Khan,12246,History,2007.0,18000000,26527510,6.5
30 Days of Night,4513,Horror,2007.0,30000000,75505973,6.2
Disturbia,8271,Thriller,2007.0,20000000,117760134,6.6
Ocean's Thirteen,298,Crime,2007.0,85000000,311312624,6.5
Surf's Up,9408,Animation,2007.0,85000000,149044513,5.9
Fantastic 4: Rise of the Silver Surfer,1979,Adventure,2007.0,130000000,289047763,5.4
Superbad,8363,Comedy,2007.0,20000000,121463226,7.0
Awake,13483,Thriller,2007.0,86000000,14373825,6.3
Hitman,1620,Action,2007.0,24000000,99965753,5.9
Gracie,15568,Drama,2007.0,9000000,2955039,6.0
Ghost Rider,1250,Thriller,2007.0,110000000,228738393,5.2
Sicko,2359,Documentary,2007.0,9000000,24538513,7.3
The Assassination of Jesse James by the Coward Robert Ford,4512,Action,2007.0,30000000,14711793,7.0
Things We Lost in the Fire,3877,Drama,2007.0,16000000,2849142,6.7
"Run, Fatboy, Run",7942,Comedy,2007.0,10000000,33000000,6.2
88 Minutes,3489,Crime,2007.0,30000000,16930884,5.7
Aliens vs Predator: Requiem,440,Fantasy,2007.0,40000000,41797066,4.9
Becoming Jane,2977,Drama,2007.0,16500000,37311672,6.9
Sydney White,10760,Comedy,2007.0,16500000,13620075,6.0
Music and Lyrics,11172,Comedy,2007.0,40000000,145896422,6.2
The Reaping,1683,Horror,2007.0,40000000,62771059,5.4
Saw IV,663,Horror,2007.0,10000000,139352633,5.9
Sunshine,1272,Science Fiction,2007.0,50000000,32017803,7.0
In the Land of Women,13067,Romance,2007.0,10000000,17500000,5.8
Hot Fuzz,4638,Crime,2007.0,12000000,80573774,7.4
Reno 911!: Miami,10090,Action,2007.0,10000000,20342161,5.6
Bee Movie,5559,Family,2007.0,150000000,287594577,5.7
Hannibal Rising,1248,Crime,2007.0,50000000,82169884,6.0
Diary of the Dead,13025,Horror,2007.0,2000000,5364858,5.4
August Rush,5123,Drama,2007.0,25000000,66122026,7.1
The Golden Compass,2268,Adventure,2007.0,180000000,372234864,5.8
I Am Legend,6479,Drama,2007.0,150000000,585349010,6.9
The Kingdom,4349,Thriller,2007.0,70000000,86658558,6.5
Shrek the Third,810,Fantasy,2007.0,160000000,798958165,6.0
Mr. Bean's Holiday,1268,Family,2007.0,25000000,229736344,6.1
Shooter,7485,Action,2007.0,61000000,95696996,6.9
The Simpsons Movie,35,Animation,2007.0,75000000,527068851,6.9
"4 Months, 3 Weeks and 2 Days",2009,Drama,2007.0,852510,1185783,7.3
Taxi to the Dark Side,13362,Documentary,2007.0,1000000,274661,6.6
Transformers,1858,Adventure,2007.0,150000000,709709780,6.6
Stardust,2270,Adventure,2007.0,70000000,135560026,7.1
Michael Clayton,4566,Drama,2007.0,25000000,92991835,6.5
Good Luck Chuck,10030,Comedy,2007.0,25000000,59192128,5.5
The Last Legion,9703,Action,2007.0,67000000,25303038,5.0
Ratatouille,2062,Animation,2007.0,150000000,623722818,7.5
Harry Potter and the Order of the Phoenix,675,Adventure,2007.0,150000000,938212738,7.4
Rush Hour 3,5174,Action,2007.0,140000000,258022233,6.1
Waitress,10758,Comedy,2007.0,2000000,22179430,6.7
There Will Be Blood,7345,Drama,2007.0,25000000,77208711,7.9
My Name Is Bruce,1961,Comedy,2007.0,1500000,173066,5.9
Charlie Wilson's War,6538,Comedy,2007.0,75000000,119000410,6.5
Bridge to Terabithia,1265,Adventure,2007.0,60000000,137587063,7.0
No End in Sight,12901,Documentary,2007.0,2000000,1431623,7.2
Freedom Writers,1646,Crime,2007.0,21000000,41170784,7.5
Eye of the Dolphin,46849,Drama,2007.0,2500000,71904,7.1
1408,3021,Horror,2007.0,25000000,94679598,6.5
Reign Over Me,2355,Drama,2007.0,20000000,22222308,7.1
The Kite Runner,7979,Drama,2007.0,20000000,73276047,7.3
Spider-Man 3,559,Fantasy,2007.0,258000000,890871626,5.9
No Country for Old Men,6977,Crime,2007.0,25000000,171600000,7.7
The Invasion,4858,Science Fiction,2007.0,80000000,15071514,5.7
Once,5723,Drama,2007.0,160000,20710513,7.3
Timecrimes,14139,Science Fiction,2007.0,2600000,553198,7.0
[REC],8329,Horror,2007.0,1500000,30448000,7.1
You Kill Me,8141,Comedy,2007.0,4000000,2426851,6.2
War,10431,Action,2007.0,25000000,40452643,6.0
Evan Almighty,2698,Fantasy,2007.0,175000000,173000000,5.3
The Game Plan,13680,Comedy,2007.0,22000000,147880543,6.0
Pirates of the Caribbean: At World's End,285,Adventure,2007.0,300000000,961000000,6.9
Into the Wild,5915,Adventure,2007.0,15000000,56255142,7.8
Premonition,9963,Thriller,2007.0,20000000,84146832,5.8
Hairspray,2976,Family,2007.0,50000000,90450008,6.5
Epic Movie,9760,Action,2007.0,20000000,86865564,3.2
Four Christmases,12193,Comedy,2008.0,80000000,163733697,5.3
WALL·E,10681,Animation,2008.0,180000000,521311860,7.8
Swing Vote,10187,Drama,2008.0,21000000,17600000,5.8
The Women,13972,Comedy,2008.0,16000000,50007546,4.6
Vicky Cristina Barcelona,5038,Drama,2008.0,15000000,96408652,6.7
Indiana Jones and the Kingdom of the Crystal Skull,217,Adventure,2008.0,185000000,786636033,5.7
Saw V,11917,Horror,2008.0,10800000,113857533,5.9
Red Cliff,12289,Adventure,2008.0,80341000,127814609,7.1
Never Back Down,8456,Drama,2008.0,20000000,41627431,6.4
Iron Man,1726,Action,2008.0,140000000,585174222,7.4
The Love Guru,12177,Comedy,2008.0,62000000,41819064,4.3
Vantage Point,7461,Drama,2008.0,40000000,151161491,6.2
Death Race,10483,Action,2008.0,45000000,73762516,6.0
Beverly Hills Chihuahua,14405,Adventure,2008.0,20000000,149281606,4.9
Pride and Glory,13150,Thriller,2008.0,30000000,31148328,6.3
The Mummy: Tomb of the Dragon Emperor,1735,Adventure,2008.0,145000000,401128639,5.2
Bedtime Stories,10202,Fantasy,2008.0,80000000,212874442,5.9
Waltz with Bashir,8885,Drama,2008.0,2000000,11125849,7.8
Step Brothers,12133,Comedy,2008.0,65000000,128107642,6.5
The Dark Knight,155,Drama,2008.0,185000000,1004558444,8.2
Made of Honor,10761,Comedy,2008.0,40000000,84601681,6.0
Eagle Eye,13027,Mystery,2008.0,80000000,178066569,6.3
Tropic Thunder,7446,Action,2008.0,92000000,188072649,6.5
Stop-Loss,8988,Drama,2008.0,25000000,11207130,6.1
Roadside Romeo,20653,Animation,2008.0,7000000,1100000,6.7
Sleep Dealer,20764,Drama,2008.0,2500000,107559,6.0
Nick and Norah's Infinite Playlist,12182,Comedy,2008.0,9000000,32973937,6.4
Speed Racer,7459,Action,2008.0,120000000,93945766,5.7
Asterix at the Olympic Games,2395,Fantasy,2008.0,97250400,132900000,5.0
Leatherheads,4942,Comedy,2008.0,58000000,41299492,5.7
Body of Lies,12113,Action,2008.0,70000000,113280098,6.5
Superhero Movie,11918,Action,2008.0,35000000,25871834,4.9
Fool's Gold,8676,Romance,2008.0,70000000,111231041,5.4
Fireproof,14438,Drama,2008.0,500000,33456317,7.0
Punisher: War Zone,13056,Action,2008.0,20500000,10089373,5.6
What Happens in Vegas,9029,Comedy,2008.0,35000000,170000000,5.8
Zack and Miri Make a Porno,10358,Comedy,2008.0,24000000,42105111,6.1
The Chronicles of Narnia: Prince Caspian,2454,Adventure,2008.0,225000000,419651413,6.3
You Don't Mess with the Zohan,10661,Comedy,2008.0,90000000,201596308,5.5
Quantum of Solace,10764,Adventure,2008.0,200000000,586090727,6.1
Ponyo,12429,Animation,2008.0,41677699,187479518,7.5
27 Dresses,6557,Comedy,2008.0,30000000,160259319,6.1
The Hurt Locker,12162,Drama,2008.0,15000000,42000000,7.2
Wanted,8909,Action,2008.0,75000000,258270008,6.4
Bronson,18533,Drama,2008.0,230000,2260712,6.9
The Midnight Meat Train,10185,Mystery,2008.0,15000000,3533227,6.0
Ong Bak 2,16353,Adventure,2008.0,8500000,8936663,6.0
Hellboy II: The Golden Army,11253,Adventure,2008.0,85000000,160388063,6.5
Doomsday,13460,Action,2008.0,30000000,22211426,5.8
Jumper,8247,Adventure,2008.0,85000000,222231186,5.9
The Reader,8055,Drama,2008.0,32000000,113019290,7.2
Transsiberian,6687,Thriller,2008.0,15000000,5926410,6.5
In Bruges,8321,Comedy,2008.0,15000000,34533783,7.4
Slumdog Millionaire,12405,Drama,2008.0,15000000,377910544,7.6
Meet the Spartans,7278,Comedy,2008.0,30000000,84646831,3.7
The X Files: I Want to Believe,8836,Drama,2008.0,30000000,68369434,5.5
Mirrors,13515,Horror,2008.0,35000000,72436439,6.0
Blindness,8338,Drama,2008.0,25000000,19844979,6.4
The Secret Life of Bees,12837,Adventure,2008.0,11000000,38105395,7.4
Welcome to the Sticks,8265,Comedy,2008.0,11000000,53191886,6.8
Get Smart,11665,Action,2008.0,80000000,230685453,6.0
City of Ember,13600,Adventure,2008.0,55000000,17869048,6.2
The Express,14325,Drama,2008.0,40000000,9793496,7.1
Burn After Reading,4944,Comedy,2008.0,37000000,163720069,6.5
Step Up 2: The Streets,8328,Music,2008.0,23000000,150816700,6.5
Nim's Island,10488,Adventure,2008.0,37000000,100076342,5.6
Twilight,8966,Adventure,2008.0,37000000,392616625,5.8
Untraceable,8090,Drama,2008.0,35000000,32483410,5.9
The Inhabited Island,16911,Action,2008.0,36500000,21834845,5.3
Space Chimps,11802,Animation,2008.0,37000000,63800345,5.2
The Eye,9030,Drama,2008.0,12000000,56309766,5.5
Quarantine,13812,Horror,2008.0,12000000,40855419,5.5
